Skin Type,Usage Periode,Review,Rating,Label,cleaned_review
"Combination, Medium Dark, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Traditional Market,beli penasaran harga cantum label retinol pricey kemas pump turut nyaman tumpah kemanamana aroma ganggu ciri khas produk retinol coba tekstur kental lengket cepat serap sedikitttt cekat cekit aplikasi sok far sok good coba pakai retinol,4,Positive,beli penasaran harga cantum label retinol pricey kemas pump nyaman tumpah kemanamana aroma ganggu ciri khas retinol coba tekstur kental lengket cepat serap sedikitttt cekat cekit aplikasi sok far sok good coba retinol
"Dry, Dark, Warm",Usage Period : More than 1 yearPurchase Point : Shopee,serum retinol pakai malam tekstur cair kental sulit resap kulit apply toner efek sok sok pakai selang seling serum retinol merk keluh produk,3,Neutral,serum retinol malam tekstur cair kental sulit resap kulit apply toner efek sok sok selang seling serum retinol merk keluh
"Dry, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,retinol ringan cepat resap ngefek kulit problem harga ramah kantong kayak rada ngefeknya packagingnya tuh nyamar banget peeling solution aha bha khas merah darah,4,Positive,retinol ringan cepat resap ngefek kulit problem harga ramah kantong rada ngefeknya packagingnya tuh nyamar peeling solution aha bha khas merah darah
"Oily, Medium, Warm",Usage Period : 6 months - 1 yearPurchase Point : Shopee,semenjak pakai produk kulit bagus gradakan mulus kusam harga murah cocok banget coba retinol bingung pakai produk wajib coba deh kulit gradakan,5,Positive,semenjak kulit bagus gradakan mulus kusam harga murah cocok coba retinol bingung wajib coba kulit gradakan
"Combination, Medium Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,bestttt purchase would highly recommend kalo mbak suhay  pakai rutin hasil notice kulit cerah komedo hilang pori kecil suka luv,5,Positive,bestttt purchase would highly recommend kalo mbak suhay rutin hasil notice kulit cerah komedo hilang pori suka luv
"Oily, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,pakai beli paket originote tekstur lengket bening wajah ringan alam pakai serum sih ubah apa jerawat baik buruk henti pakai pengaruh,3,Neutral,beli paket originote tekstur lengket bening wajah ringan alam serum sih ubah jerawat buruk henti pengaruh
",25 - 29",Usage Period : More than 1 yearPurchase Point : Shopee,bagus banget pakai malemnya pagi muka langsung mulus cerah jerawat gajadi muncul cocok pakai mula pakai rangkai skincare pakai moisturizer pakai retinol pakai produk skincare kandung bahan aktif aman harga jangkau banget abis,5,Positive,bagus malemnya pagi muka langsung mulus cerah jerawat gajadi muncul cocok rangkai moisturizer retinol kandung bahan aktif aman harga jangkau abis
"Combination, Medium Dark, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,tekstur lengket bangun pagi muka segar bikin kusam kalo anti agingnya pakai btl butuh botol ya kandung rendah cocok mula,4,Positive,tekstur lengket bangun pagi muka segar kusam kalo anti agingnya btl butuh botol kandung rendah cocok
"Combination, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,tekstur cair warna merah konsentrasi nya rendah ya berekspektasi salah sih butuh botol benar nyata hasil pakai minggu kali cocok mula ya,4,Positive,tekstur cair warna merah konsentrasi nya rendah berekspektasi salah sih butuh botol nyata hasil minggu cocok
",25 - 29",Usage Period : 1 week - 1 monthPurchase Point : Tiktok Shop,sorry niat hati baik muka jerawaran muka ikut pakai minggu kuat jerawat semukaakucoba pakai moistnya panassssb banget juang jerawat,1,Negative,sorry niat hati muka jerawaran muka minggu kuat jerawat semukaakucoba moistnya panassssb juang jerawat
"Oily, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Dan+dan,masuk usia pakai produk retinolnga jatuh cinta prodyjnya originote salah satu sih cabe rawit tekstur kulit halus gakada grenjelnya luv banget pokok,5,Positive,masuk usia retinolnga jatuh cinta prodyjnya originote salah sih cabe rawit tekstur kulit halus gakada grenjelnya luv
"Combination, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,kali pakai amazed banget sih malemnya pakai retionol originote pagi glowing rutin pakai kayak kalo retinol saran pakai repurchase yessss,5,Positive,amazed sih malemnya retionol originote pagi glowing rutin kalo retinol saran repurchase yessss
"Combination, Medium Dark, Warm",Usage Period : 6 months - 1 yearPurchase Point : Shopee,bagus banget pakai tidur moist retinol moist pagi langsung mukane enak keset pas pakai timbul jerawat lebih bagus banget must beli deh serius,5,Positive,bagus tidur moist retinol moist pagi langsung mukane enak keset pas timbul jerawat bagus must beli serius
"Oily, Medium Light, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Sociolla,eyeing buy retinol maju mundur golong ramah kantong hehe maaf underestimate coba pakai surprisingly enak kulit sensitif kayak sensasi tingling kayak kalo pakai serum retinol ku bikin moist pagi nya sensasi kering tarik kalo kubarengin serum centella takut iritasi pakai aman aman setelahnnya moisturizer nya kandung nya neko neko concern nya baik skin barrierhydrating coba pakai retinol instead bakuchiol coba,4,Positive,eyeing buy retinol maju mundur golong ramah kantong hehe maaf underestimate coba surprisingly enak kulit sensitif sensasi tingling kalo serum retinol moist pagi nya sensasi kering tarik kalo kubarengin serum centella takut iritasi aman aman setelahnnya moisturizer nya kandung nya neko neko concern nya skin barrierhydrating coba retinol instead bakuchiol coba
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,kali coba product originote takut cocok muka langsung jerawat eh cocok huhu harga nya sih murah yaaku bulan pakai product skincare originote sok far cocok sih repurchase ,5,Positive,coba product originote takut cocok muka langsung jerawat eh cocok huhu harga nya sih murah yaaku product originote sok far cocok sih repurchase
"Oily, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Tiktok Shop,kalo cari retinol mula fix coba retinol originote kandung nya jenis vit niacinamide bantu samar garis halus cegah tua tekstur nya ringan cepat resap kalo habis pakai malam pagi kulit rasa hal kulit ngurangin bruntusan,4,Positive,kalo cari retinol fix coba retinol originote kandung nya jenis vit niacinamide bantu samar garis halus cegah tua tekstur nya ringan cepat resap kalo habis malam pagi kulit kulit ngurangin bruntusan
"Dry, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Official Brand Store,tipikal orang coba skincare pas coba layer skincare pelembab pakai malam cuci muka pakai layer apa wajah ku cerah cerah banget situ inisiatif pakai moisturizer salah nya mana efek cerah kayak b nya pakai apa deh kayak ganti serum,5,Positive,tipikal orang coba pas coba layer pelembab malam cuci muka layer wajah cerah cerah situ inisiatif moisturizer salah nya efek cerah b nya ganti serum
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Tiktok Shop,harga murah banget retinol tekstur cair gampang serap kulit bau sengat kulit kering efek retinol jadiaku suka rekomendasi kalo budget mending beli sih,3,Neutral,harga murah retinol tekstur cair gampang serap kulit bau sengat kulit kering efek retinol jadiaku suka rekomendasi kalo budget mending beli sih
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,iseng beli retinol kandung rendah mula pakai retinol jujur ngebatu jerawat calm cepat kering kulit sehat gradakan halus harga affordable best sih pakai retinol coba deh,5,Positive,iseng beli retinol kandung rendah retinol jujur ngebatu jerawat calm cepat kering kulit sehat gradakan halus harga affordable best sih retinol coba
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,iseng banget beli bundle serum vit sih nya duo combo bikin kulit gue langsung healthy plumpy pagi pumps moisturizernight cream bobo niscaya kulit lu langsung improve banget gue sengaruh wey jujur im fan packaging suka bocorbocor mulut pumpnya product really goooddd good job originote,4,Positive,iseng beli bundle serum vit sih nya duo combo kulit gue langsung healthy plumpy pagi pumps moisturizernight cream bobo niscaya kulit lu langsung improve gue sengaruh wey jujur im fan packaging suka bocorbocor mulut pumpnya product really goooddd good job originote
"Normal, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,retinol nya bagus banget mula kalo lumayan works ngecilin pori pori hilang bekas jerawat bikin kulit auto glowing recommend banget pokonyaa wajib beli gabakalan nyesal harga affordable,5,Positive,retinol nya bagus kalo lumayan works ngecilin pori pori hilang bekas jerawat kulit auto glowing recommend pokonyaa wajib beli gabakalan nyesal harga affordable
"Combination, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,akhirnyaa ketemu toner serum pas muka serum retinol nya bikin muka cerah poriporiny kecil ngurangin jerawat suka banget originoteeee,5,Positive,akhirnyaa ketemu toner serum pas muka serum retinol nya muka cerah poriporiny ngurangin jerawat suka originoteeee
"Combination, Medium Light, Neutral",Usage Period : More than 1 yearPurchase Point : Shopee,serum retinol beli tekstur thick warna wangi ganggu pakai cocok nimbul merah breakout pakai rutin bulan hasil kulit cerah jerawat jarang timbul worth buy,5,Positive,serum retinol beli tekstur thick warna wangi ganggu cocok nimbul merah breakout rutin hasil kulit cerah jerawat jarang timbul worth buy
"Combination, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,benerbenerrr game changer kalo muka breakout pakai besok pagi langsung baik jerawat cepat banget kempes muka benerbener asa halusss cinta banget pokok serum retinol ringan dosis cocok mula,5,Positive,benerbenerrr game changer kalo muka breakout besok pagi langsung jerawat cepat kempes muka benerbener asa halusss cinta serum retinol ringan dosis cocok
",30 - 34",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,ketemu retinol ramah kantong tuh bahagia bangwt sih butuh sabar alhamdulillah buah hasil belang wajah mudar pakai retinol originote malu rumah takut pantai,5,Positive,ketemu retinol ramah kantong tuh bahagia bangwt sih butuh sabar alhamdulillah buah hasil belang wajah mudar retinol originote malu rumah takut pantai
"Normal, Medium, Neutral",Usage Period : Less than 1 weekPurchase Point : FD Flash Sale,temu besar retinol originote harga affordable retinol manfaat banget umur atas wajib banget retinol minimal deh kurang kerut garis halus ,5,Positive,temu retinol originote harga affordable retinol manfaat umur wajib retinol minimal kerut garis halus
"Combination, Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Tiktok Shop,product retinol sok far sok good using since months ago til benar literally using serum kulit improve banget harga mnurutku affordable beli offline online efek produk sih rasa banget efek bikin kulit halus bekas jerawat mudah pudar bantu bikin tampil pori daerah hidung salah pakai product retinol lumayan potent tricky pakai retinol user beginner friendly banget sih turut benar cocok kali coba retinol,5,Positive,product retinol sok far sok good using since months ago til literally using serum kulit improve harga mnurutku affordable beli offline online efek sih efek kulit halus bekas jerawat mudah pudar bantu tampil pori daerah hidung salah product retinol lumayan potent tricky retinol user beginner friendly sih cocok coba retinol
"Combination, Medium Light, Cool",Usage Period : More than 1 yearPurchase Point : Guardian,retinol pakai habis botol bagus banget kalo pakai pas pagi muka langsung cerah jerawat bagus banget kali pakai umur berani coba retinol originote,5,Positive,retinol habis botol bagus kalo pas pagi muka langsung cerah jerawat bagus umur berani coba retinol originote
"Normal, Medium Light, Cool",Usage Period : 1 week - 1 monthPurchase Point : Shopee,habis botol pakai lumayan muncul bruntusan efek kulit kaget retinol minggu pakai bruntusan hilang cocok wajah glowing pakai,4,Positive,habis botol lumayan muncul bruntusan efek kulit kaget retinol minggu bruntusan hilang cocok wajah glowing
"Combination, Medium Light, Warm",Usage Period : 6 months - 1 yearPurchase Point : Watson,cari retinol niacinamide serum nemulah originote tbh packagingnya bad tekstur oke banget reaksi cocok sadly doesnt effects kulit benar efek apa b niacinamide nya retinolnya sok yeah,2,Negative,cari retinol niacinamide serum nemulah originote tbh packagingnya bad tekstur oke reaksi cocok sadly doesnt effects kulit efek b niacinamide nya retinolnya sok yeah
"Normal, Medium Light, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,serum retinol coba yesss cucoook bagus banget kerut kulit syam kasar worth buy bangetapalagi usia retinol bantu selesai kulit ,5,Positive,serum retinol coba yesss cucoook bagus kerut kulit syam kasar worth buy bangetapalagi usia retinol bantu selesai kulit
"Combination, Medium, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Tiktok Shop,first retinol serum well love beginner friendly kali coba malam pagi langsung asa glowing kayak asa halus muka pakai next day exfo bilang cyclingnya best combo kalo klean pakai serum niacinamide skin ngaruh ya maybe kulit deh badak overall klean newbie banget coba recomendeeed,4,Positive,first retinol serum well love beginner friendly coba malam pagi langsung asa glowing asa halus muka next day exfo bilang cyclingnya best combo kalo klean serum niacinamide skin ngaruh maybe kulit badak overall klean newbie coba recomendeeed
