Skin Type,Usage Periode,Review,Rating
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"awalnya cuma mau coba retinol yg aman buat pemula dan harganya terjangkau, ga berekspektasi lebih asalkan ga nambah jerawat aja udh syukur wkwk. dan ternyata aman, malah ngebantu jerawat cepet kering, bekas jerawat memudar, dan paginya muluss",4
"Normal, Light, Cool",Usage Period : 1 week - 1 monthPurchase Point : Official Brand Store,"Sebetulnya pas nyobain serum ini ga ada ekspektasi yang gimana2 ya karena mikirnya serum retinol tapi harganya sangat terjangkau jadi ga naruh ekspektasi apa2.. awal2 pemakaian beberapa hari pertama biasa aja efeknya di mukaku cuma lembab aja tapi setelah hampir sebulan ternyata ada efek lain di mukaku.. muka jadi lebih cerah, lembut dan pori2 jadi lebih sopan... jerawat pms juga cepet ilangnya... mantap si boleh dicoba buat pemakai retinol pemula... ga ada efek yg jelek2 juga selama sebulan pemakaian...",5
"Combination, Medium, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,"Setelah nyari produk untuk retinol akhir memutuskan untuk beli ini dan ternyata ngebantu banget kulit lebih kenyal dan menyamarkan noda juga, jadi buat yang baru mau nyoba produk dengan kandungan retinol aku sangat menyarankan buat beli juga dan harganya juga terjangkau under 50 good deal banget banget",4
"Combination, Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : XBeauty by Female Daily,Awalnya iseng2 karena retinol yang biasa aku pakek ufah mau abis. Pas acara medanxbeauty beli ini dan alhamdulillah cocok. Gak ada rasa cekat cekit pas paginya muka terasa mulusss kalii. Jadi penasaran sama produk originote yg lain. Rekomen untuk yg mau coba2 karena harga juga murah hehehe,5
"Dry, Medium Dark, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Watson,Serum retinol yang pertama aku coba. Teksturnya cair tapi gak yang kayak air banget dan begitu diaplikasiin di wajah gak kerasa bikin cekat-cekit. Konsentrasi retinolnya juga kecil jadi pemula-friendly. Udah beberapa bulan pake ini keliatan garis halus di bagian smile-line aku agak memudar. Overall suka tapi kayaknya mau coba produk lain setelah ini abis!,4
"Oily, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Serum retinol dengan konsisten light dan persentase yang cocok untuk pemula, gaada wangi yang macemÂ² si serumnya juga cepat meresap, harganya affordable, untuk kulitku yg oily sensitive ga menimbulkan kemerahan si, perubahan yg dirasakan setelah pakai beberapa kali dgn metode skin cycling bisa memudarkan bekas jerawat PIH dan lumayan memperbaiki tekstur kulit.",4
"Combination, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Official Brand Store,"aku kira pake serum retinol bakal perih atau lengket ya, ternyata ini light juga diwajahku, pakenya 2-3 tetes udh cukup cover wajahku, dan efeknya juga bagus loh jadi firm gtu, aku kirab kayak encapsulated retinol aja gtu, tapi lumayan dg harga segini buat retinolnya",5
"Dry, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"packaging botol kaca dengan tutup pump jadi gampang kalo mau diaplikasikan ke wajah. serum retinol yang amat sangat gentle, pas dipakai ngga ada efek cekit-cekit tapi after feelnya kulit berasa agak kencang dikit, lembab dan plumpy. di saya sih membantu banget untuk mengurangi jerawat, pas banget habis haid ada jerawat, pakai ini berangsur-angsur membaik.",4
"Oily, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Kurang suka karena ternyata terlalu harsh di kulitku dan malah lebih ngefek pake moisturizer ceratinolnya dibanding serum ini. Bikin terkelupas, kemerahan, kusam dan kering kerontang meski udah pakai beberapa kali (dan sudah pernah pakai retinol merk lain tapi gak seburuk ini). Ribetnya tuh karena ini serum retinol, jadi wajib layering skincare, dan itupun kalau di layer pake skincare yang sama2 originote malah kurang banget buat nutupin efek samping retinol serum ini. Untuk hasilnya juga gak senampol ceratinolnya, jadi kayak gak sebanding sama lamanya dia bikin kulitku kering mengelupas. Sisi baiknya, gak bikin beruntusan atau jerawatan aja.",2
"Combination, Medium Dark, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"serum retinol yang harganya yang kantung pelajar bgt, aku udah make dari zaman sekolah, walaupun perubahan bell terlalu signifikan tp masih okelah buat retinol kulitku seminggu 2 kali, teksturnya juga cair yang kentel gt dan gaada wanginya jadi fine fine aja",5
"Combination, Medium Light, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Ya ini aku pake ini karena dpt flashsale langsung beli duwak ga pake mikir. Ini sangat2 gentle ya bunda, bahkan d layer ama serum peeling azarine yg biru masih ok aja gitu, kerasa efeknya setelah 1 botol tapi emang bener2 pake 6/7 hari dalam seminggu itu saking gentle nya, dan ini ga selengket serum niacinnya dari merk yang sama. Cepet nyerep. Cocoque buat pemula yah dan harganya murce. Bt sorry aku move ke retinol yg lbh advance lagi krn jerawat hormonalku dah lumayan mengganggu. Great job eniweyy the originote ð«¦",4
"Combination, Medium, Warm",Usage Period : 1 week - 1 monthPurchase Point : Gift,"Seneng banget pas tau the originote punya retinol serum. Btw dia tuh pemula friendly. Gak bikin iritasi ada berasa cekat cekit, sopan banget ke kulit. Ada banyak cara buat pakai retinol.. aku biasanya dicampurin langsung sama moist yg lagi aku pakaic",4
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Tokopedia,"Sebenernya gak ada efek negative yg gimana2 alias gak breakout. Cuman setelah pemakaian serum ini, besokannya pasti muncul beruntus kecil dan iritasi kulit alias bentol gatal diwajah. Serum ini juga membuat kulit saya jadi sedikit kering. Karena ini pertama x nya saya pakai serum retinol yg dijual bebas (dulu pernah pakai racikan dokter), dan tipe kulit saya ini sensitive, saya pakai hanya seminggu sekali, 3 pump saja untuk seluruh muka dan leher, dan diaplikasikan pas malam hari sebelum pakai moisturizer dari brand yg sama. Untuk efek menghilangkan flek hitam ataupun kerut halus diwajah belum terlihat ya. Jadi bingung ini produk bagus apa engga. Mungkin harus dihabiskan 1 botol dulu sebelum terlihat efeknya.",3
"Dry, Light, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Beli ini karena coba-coba. Kena racun orang-orang di tiktok. Kemasannya praktis banget, tutupnya tinggal geser kanan kiri. Aku pake ini seminggu 2 kali. Efek di aku yang terasa cuma biki halus dan lembab. Belum terasa efek lain. Bakalan aku pake sampe habis tapi pengen coba merk lain.",4
"Combination, Medium Dark, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Serum yang mempunyai kandungan 3X vit A dan niacinamide. Seminggu kulit terasa sehat dan cerahan, dark spot sedikit memudar. Serumnya wangi dan engga bikin berminyak setelah apply dapat menghidrasi kulit. Sangat direkomendasi untuk dibeli lagi",5
"Combination, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Ini botol kedua akuð«¶ð». Sebagus itu di muka aku yang bekas jerawat cepat memudar. Apalagi kalo muka aku lagi kemerahan pake ini manjur banget serius. Besok paginya kulit bakal glowing, mulai aktivitas jadinya sambil berkaca terus sangkin senengnyað­.",5
"Normal, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Sedikit takut karna pertama kali mau coba retinol ini, dan setelah pemakaian cocok dong dikulit wajah aku sesuka itu. Bikin kulit halus dan tampilan garis halus diwajah ga kelihatan. Mungil mantul the bestt!! Mesti beli lagi si fikssð«¶ð»ð«¶ð»ð«¶ð»ð«¶ð»",5
"Normal, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,"product nyaa okee banget , selama pemakaian sebulan jerawat cepet kempesnya , trus ga bikin kering , bangun pagi langsung kulit jadi bagus cerah , pokoknya recomend buat dipake setiap hari , untuk kulit sensitif juga oke bangeett deh.. yuk di coba",5
"Combination, Medium Light, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Hiii! The originote nih harganya affordable, suka banget dan bener bener works buat retinolnya. Tapi ini bukan yg dalam sekali pake ya. Teksturnya juga lightweight, warnanya transparant. Value for money!! Yuk cobain buruan, biasanya 40k something. Big deal!!",5
"Oily, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"ini aku jaga baik baik karena packaging dari serum retinol the originote ini lucu banget, ga ribet buka tutup botol tinggal pump, walaupun sebenarnya takut sih pecah, tapi aman ternyata, cocok cocokan dikulit baru kepala 2 masihh bagus lah",5
"Combination, Light, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"secara packaging ini tu keren banget untuk harga yang segitu, dibagian tutupnya bisa di pindahin ke kanan ke kiri biar produknya ga tumpah. teksturnya agak kentel dan mudah banget menyerap. tapi yang dari aku rasakan di produk ini kaya gak ngaruh apa apa. ngilangin noda bekas jerawat juga engga. ngencengin kulit juga b aja",3
"Oily, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Packagingnya simple, untuk yang pump menurut aku lebih mudah dipake kalo dibandingin sama yang pake pipet. Untuk retinol serum ini retinol yang aman dipakai pemula. Ringan dan ngga bikin cekit-cekit di wajah. Diaplikasikan di malam hari, untuk awal itu bisa pake teknik layering moisturizer, lalu retinol serum, dan moisturizer lagi. Bangun tidur kemerahan dan jerawat kecil tuh beneran langsung mereda, sesuka itu.... Ini bener-bener serum yang penting sih menurut aku",5
"Normal, Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,"cocok untuk pemula seperti saya , selain harganya murah serum ini salah saty yang cocok dikulit wajah saya, apalagi harga untuk paket bundling nya selalu murah diluar nalar ini ada untungnya gakk nih bu owner ð¤£ semoga next bisa tersedia juga di indomaret atau drugstore terncintaað¤ð¤ð¤",5
"Oily, Medium, Neutral",Usage Period : More than 1 yearPurchase Point : Shopee,"Produkk nyaa baagusss ðð harganyaa jugaa sangat kantong pelajarr, cocok untuk para pelajar yang ingin mulai untuk memakaii skrincare,mudah di aplikasikan buat kulit menjadi sehat dan packing nya rapi bagus, saya sudah pakai retinol b3 ini pemakaian ke lima the best pokok nya ð«¶ð»ð«¶ð»ð¤",5
"Combination, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Lazada,"udah kedua kalinya pake serum retinol the originote gara"" sering liat di FYP tiktok dan banyak bgt yg review ini and YESS ini bagus buat menyamarkan noda dan memperlambat tanda"" penuaan. tekstur ringan dan ga lengket di muka aku, so far ini recommended",5
"Dry, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Menurutku produk ini serba lumayan. Packaging juga lumayan lucu, tapi lumayan tidak safety karena gaada kardusnya. Produknya juga lumayan kentel gitu tapi gak yang kentel bgt menurutku. Ya gitu deh worth it gak worth it, klo mau repurchase bisa",3
"Combination, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,Masih mencoba nyobak keracunan juga dari beberapa waktu lalu aku langsung ke odan ini aku merasa lumayan ada perubahan sejauh ini dan aku masih mau pakai untuk menghabis kan satu Produk ini untuk daerah yang banyak bekas jerawat semoga cocok dan menurutku ini rekomen dengan harga yang begitu terjangkauï¿¼,4
"Combination, Medium Light, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"produk retinol pertama yang aku cobain, aku pake ini bner bner bagus buat aku yg pemula, soal nya ga bikin muka iritasiii, hasil nya baguss, menyamarkan garis halus di muka akuu, harga nya terjangkau,emg paling wort it produk dari the originot iniið¤ð",5
"Oily, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Tiktok,"Aku mau nyoba retinol, trus ketemu originote ini yang affordable. Dia lumayan bikin tekstur mukaku jadi lebih halus dan agak kenyal juga. Sayangnya aku emang ga pakai secara rutin. Selama aku pake sih gaada efek yang negatif yang gimana-gimana",4
"Combination, Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : TikTok Shop,"kena racun tiktok jadi penasaran mo cobain serum ini, ditambah harganya affordable sekali ya yorobun. dari segi tekstur ringan sih cuma agak lengket dikit dan untuk perubahannya sih belum berasa yang gimana banget ya, cuma di kulit aku fine aja, gak bereaksi negatif",3
"Oily, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : tiktok shop,"kedua kali setelah coba retinol yg bikin jerawatan sampe sekarang gak sembuhð©, tertarik beli karena diskon dan pada bilang bagus, aku pake 1-2x seminggu hasilnya pori pori mengecil, glowing, aku konsisten pake. dan gada reaksi negatif. Suka, awet juga. Jerawat dan bekas bekasnya pun mulai kempes dan mengering, tapi konsisten yakkðð»",5
"Oily, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Pertama kali setelah perang dengan berbagai macam retinol, akhirnya aku putuskan untuk coba si B3 ini .. Biasa kan yaa, para ladies and makemak kalau soal skincare gampang banget teracuni. Semoga aku bisa cocok ya sama retinol ini, setelah beberapa bulan break sama skincare (karena skin barrier ga keruan). Kesan pertama pakai ini sih ya kaya pakai serum pada umumnya ya, gampang ngeset sama kulit juga. Tapi yang terpenting, semoga bisa cocok yaa.",3
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"iseng nyoba serum dari the originote, dia retinol yang aman dipakai setiap hari, mungkin karena presentasenya kecil dan tidak terlalu keras jadi aman dipakai setiap hari. mudah menyerap tapi untuk efek mencerahkan sampai sekarang belum ada, malah dia cukup melembabkan dan buat kulit lebih sehat",4
"Oily, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Netral ke produk ini, ini produk retinol yang pertama kali aku beli karna ya diumurku yg segini butuh banget antiaging. teksturnya gel meresapnya agak lama ya dan meninggalkan rasa lengket2. bagusnya tiap bangun tidur langsung glowing. tapi berminyak gitulah. repurchase: maybe no, mau nyari brand lain yg lebih work di kulitku yg gajelas ini.",4
"Combination, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"So far so good ga ada efek negatif. Karena aku memang terbiasa pake retinol, dan beralih ke brand the originote yang harganya more affordable buat aku. Sebenrnya ga ada keterangan berapa persen kandungan retinolnya, cuma â3x retinolâ yang aku gapaham soal ingredients ini. Jadi apakah worth it dan sepadan antara harga dan konsentrasi retinolnya? I donât know until I post this product",4
"Oily, Medium Dark, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"pertama kali nyoba skincare yang mengandung retinol dan pilihan ku jatuh ke serumnya the originote setelah melihat review"" orang katanya ini bagus untuk pemula, di wajah oily ku ini oke banget ngga nimbulin breakout dan gaada sensasi aneh aneh di kulit. setelah sebulan rutin pake 2Ã seminggu aku ngerasain kulitku kenyal dan ga cape? wkwk paham ga kalian haha kalo lagi bruntusan atau tekstur kulit lagi kasar pake ini besok paginya pas bangun kulit ya jadi sehat plumppy. bakal masuk ke skincare rutin aku sih kedepannya",5
"Oily, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Serum retinol yg pertama kali di pake. Awalnya takut reaksi nya ga bagus,ternyata engga dong bagus banget di kulit acne prone. After nya juga wajah jadi lebih glowing jerawat juga lumayan mengecil. Pokoknya suka banget sama serum ini.",5
